Hash
876
30
35
1067
876
30
40
610
876
30
50
610
876
30
50
953
876
30
80
610
876
30
80
953
2286
30
30
876
2286
30
30
1143
2286
30
35
381
2286
30
45
724
2286
30
50
343
2286
30
50
876
2286
30
50
1143
2286
30
80
343
2286
30
80
876
2286
30
80
1143
3162
30
30
267
3162
30
30
571
3162
30
40
648
3162
30
40
1028
3162
30
50
267
3162
30
50
571
3162
30
65
648
3162
30
65
1028
3162
30
80
267
3162
30
80
571
3429
30
30
304
3429
30
35
1066
3429
30
35
1181
3429
30
40
381
3429
30
40
761
3429
30
45
1066
3429
30
45
1181
3429
30
50
304
3429
30
60
1181
3429
30
65
381
3429
30
65
761
3429
30
70
1181
3429
30
80
304
3429
30
80
1181
3733
30
35
762
3733
30
35
877
3733
30
40
457
3733
30
40
1143
3733
30
40
1257
3733
30
45
762
3733
30
45
877
3733
30
60
877
3733
30
65
457
3733
30
65
1257
3733
30
70
877
3733
30
80
877
7010
30
45
723
7010
30
50
1219
7010
30
60
723
7010
30
80
723
7010
30
80
1219
7238
30
45
495
7238
30
50
991
7238
30
50
1181
7238
30
60
495
7238
30
80
495
7238
30
80
991
7238
30
80
1181
13714
30
40
457
13714
30
40
1105
13714
30
40
1181
13714
30
40
1257
13714
30
45
800
13714
30
65
457
13714
30
65
1105
13714
30
80
800
17448
30
35
1181
17448
30
50
266
17448
30
50
342
17448
30
50
838
17448
30
80
342
17448
30
80
838
17676
30
35
953
17676
30
35
1067
17676
30
45
1067
17676
30
50
610
17676
30
60
1067
17676
30
70
1067
17676
30
80
610
17676
30
80
1067
1943
35
30
343
1943
35
30
1219
1943
35
35
724
1943
35
45
1067
1943
35
50
343
1943
35
50
686
1943
35
50
1219
1943
35
80
343
1943
35
80
686
1943
35
80
1219
2667
35
30
495
2667
35
30
762
2667
35
30
1066
2667
35
40
1143
2667
35
45
343
2667
35
50
495
2667
35
50
762
2667
35
50
1066
2667
35
65
1143
2667
35
80
495
2667
35
80
762
2667
35
80
1066
4495
35
40
381
4495
35
40
495
4495
35
40
915
4495
35
65
495
4495
35
65
915
4610
35
40
266
4610
35
40
380
4610
35
40
800
4610
35
65
380
4610
35
65
800
9448
35
40
685
9448
35
40
762
9448
35
40
838
9448
35
65
685
9448
35
65
762
9448
35
65
838
9448
35
65
914
9448
35
80
342
9562
35
40
571
9562
35
40
648
9562
35
40
724
9562
35
65
571
9562
35
65
648
9562
35
65
724
9562
35
65
800
9676
35
40
457
9676
35
40
534
9676
35
40
610
9676
35
40
1257
9676
35
65
457
9676
35
65
534
9676
35
65
610
9676
35
65
686
9676
35
65
1257
13219
35
30
495
13219
35
40
952
13219
35
50
495
13219
35
65
952
13219
35
80
495
18629
35
40
495
18629
35
40
761
18629
35
40
876
18629
35
65
495
18629
35
65
761
18629
35
65
914
18629
35
80
647
18743
35
40
381
18743
35
40
647
18743
35
40
762
18743
35
65
381
18743
35
65
647
18743
35
65
800
18743
35
80
533
305
40
30
571
305
40
40
1181
305
40
50
571
305
40
50
762
305
40
50
1181
305
40
80
609
305
40
80
762
305
40
80
1181
1486
40
30
800
1486
40
35
457
1486
40
35
1181
1486
40
50
343
1486
40
50
800
1486
40
50
1143
1486
40
80
343
1486
40
80
800
1486
40
80
1143
3810
40
35
685
3810
40
35
800
3810
40
40
380
3810
40
40
1066
3810
40
40
1180
3810
40
45
685
3810
40
45
800
3810
40
60
800
3810
40
65
380
3810
40
65
1180
3810
40
70
800
3810
40
80
800
3810
40
90
380
3810
40
90
1219
4190
40
35
305
4190
40
35
420
4190
40
40
686
4190
40
40
800
4190
40
40
1220
4190
40
45
305
4190
40
45
420
4190
40
60
420
4190
40
65
800
4190
40
65
1220
4190
40
70
420
4190
40
80
420
4190
40
90
839
4190
40
90
1220
4876
40
40
534
4876
40
40
1181
4876
40
50
1067
4876
40
65
534
4876
40
65
1181
4876
40
80
1067
4876
40
90
534
4876
40
90
1181
4990
40
40
420
4990
40
40
1067
4990
40
50
953
4990
40
65
420
4990
40
65
1067
4990
40
80
953
4990
40
90
420
4990
40
90
1067
5410
40
40
647
5410
40
40
1028
5410
40
50
533
5410
40
65
647
5410
40
65
1028
5410
40
80
533
5410
40
90
647
5410
40
90
1028
6057
40
30
953
6057
40
30
1181
6057
40
40
381
6057
40
40
1181
6057
40
50
724
6057
40
50
953
6057
40
50
1181
6057
40
65
381
6057
40
80
724
6057
40
80
953
6057
40
80
1181
6057
40
90
381
6438
40
30
572
6438
40
30
800
6438
40
40
800
6438
40
50
343
6438
40
50
572
6438
40
50
800
6438
40
80
343
6438
40
80
572
6438
40
80
800
7238
40
45
495
7238
40
50
991
7238
40
50
1181
7238
40
60
495
7238
40
80
495
7238
40
80
991
7238
40
80
1181
10133
40
40
800
10133
40
40
877
10133
40
50
1143
10133
40
65
800
10133
40
65
877
10133
40
65
1029
10133
40
80
1143
10133
40
90
800
10133
40
90
877
10210
40
40
723
10210
40
40
800
10210
40
50
1066
10210
40
65
723
10210
40
65
800
10210
40
65
952
10210
40
80
1066
10210
40
90
723
10210
40
90
800
10286
40
40
647
10286
40
40
724
10286
40
50
990
10286
40
65
647
10286
40
65
724
10286
40
65
876
10286
40
80
990
10286
40
90
647
10286
40
90
724
10933
40
40
1143
10933
40
50
343
10933
40
50
838
10933
40
65
1143
10933
40
80
343
10933
40
80
838
10933
40
90
1143
11010
40
40
1066
11010
40
50
266
11010
40
50
761
11010
40
65
1066
11010
40
80
266
11010
40
80
761
11010
40
90
1066
12076
40
35
1143
12076
40
40
457
12076
40
40
724
12076
40
45
1143
12076
40
60
724
12076
40
60
1143
12076
40
65
457
12076
40
70
1143
12076
40
80
724
12076
40
90
457
12076
40
90
724
12076
40
90
1143
12533
40
30
1181
12533
40
35
686
12533
40
40
267
12533
40
45
686
12533
40
50
1181
12533
40
60
267
12533
40
60
686
12533
40
70
686
12533
40
80
267
12533
40
80
1181
12533
40
90
267
12533
40
90
686
12800
40
30
914
12800
40
35
419
12800
40
45
419
12800
40
50
914
12800
40
60
419
12800
40
70
419
12800
40
80
914
12800
40
90
419
14171
40
40
648
14171
40
40
724
14171
40
40
800
14171
40
40
877
14171
40
45
343
14171
40
65
648
14171
40
65
877
14171
40
80
343
14171
40
90
648
14171
40
90
877
14819
40
40
800
14819
40
40
1143
14819
40
65
800
14819
40
65
1143
14819
40
90
800
14819
40
90
1143
14895
40
40
724
14895
40
40
1067
14895
40
65
724
14895
40
65
1067
14895
40
90
724
14895
40
90
1067
14971
40
40
648
14971
40
40
991
14971
40
65
648
14971
40
65
991
14971
40
90
648
14971
40
90
991
15048
40
40
571
15048
40
40
914
15048
40
50
1257
15048
40
65
571
15048
40
65
914
15048
40
80
1257
15048
40
90
571
15048
40
90
914
15619
40
40
343
15619
40
40
1181
15619
40
40
1257
15619
40
50
686
15619
40
50
1105
15619
40
65
343
15619
40
65
1181
15619
40
65
1257
15619
40
80
686
15619
40
80
1105
15619
40
90
343
15619
40
90
1181
15619
40
90
1257
15962
40
40
838
15962
40
40
914
15962
40
40
1219
15962
40
50
343
15962
40
50
762
15962
40
50
1105
15962
40
65
838
15962
40
65
914
15962
40
65
990
15962
40
80
343
15962
40
80
762
15962
40
80
1105
15962
40
90
838
15962
40
90
914
16800
40
30
648
16800
40
30
876
16800
40
40
381
16800
40
50
267
16800
40
50
648
16800
40
50
914
16800
40
50
990
16800
40
80
267
16800
40
80
648
16800
40
80
990
16876
40
30
572
16876
40
30
800
16876
40
40
305
16876
40
50
572
16876
40
50
838
16876
40
50
914
16876
40
80
572
16876
40
80
914
17181
40
30
267
17181
40
30
495
17181
40
50
267
17181
40
50
533
17181
40
50
609
17181
40
50
1105
17181
40
80
267
17181
40
80
609
17181
40
80
1105
19124
40
40
266
19124
40
40
381
19124
40
65
266
19124
40
65
419
19124
40
90
266
19124
40
90
419
3010
45
30
419
3010
45
30
723
3010
45
40
800
3010
45
40
1180
3010
45
50
419
3010
45
50
723
3010
45
65
800
3010
45
65
1180
3010
45
80
419
3010
45
80
723
3010
45
90
800
3010
45
90
1180
4495
45
40
381
4495
45
40
495
4495
45
40
915
4495
45
65
495
4495
45
65
915
4495
45
90
534
4495
45
90
915
4610
45
40
266
4610
45
40
380
4610
45
40
800
4610
45
65
380
4610
45
65
800
4610
45
90
419
4610
45
90
800
7733
45
50
496
7733
45
50
686
7733
45
